Date,State,Region,Energy_Requirement_MU,Energy_Supplied_MU,Energy_Deficit_MU,Energy_Deficit_Percent,Peak_Demand_MW,Peak_Met_MW,Peak_Deficit_MW,Outage_Frequency,Average_Recovery_Time_Hours
2024-10-01,Rajasthan,Northern,9136.11,9076.58,59.53,0.652,19033.57,18857.18,176.39,18,4.46
2024-11-01,Rajasthan,Northern,9366.01,9305.12,60.89,0.65,19512.53,19357.35,155.18,16,3.8
2024-12-01,Rajasthan,Northern,9394.89,9379.23,15.66,0.167,19572.68,19532.78,39.9,15,4.31
2015-01-01,Punjab,Northern,4351.63,4193.0,158.63,3.645,9065.9,8589.66,476.25,26,3.54
2015-02-01,Punjab,Northern,4554.06,4380.9,173.16,3.802,9487.63,8958.55,529.08,26,3.67
2015-03-01,Punjab,Northern,4672.02,4443.93,228.09,4.882,9733.38,9048.55,684.83,26,3.13
2015-04-01,Punjab,Northern,6211.51,5662.69,548.83,8.836,12940.65,11549.95,1390.71,44,4.08
2015-05-01,Punjab,Northern,6100.56,5381.97,718.58,11.779,12709.49,10911.32,1798.17,52,3.88
2015-06-01,Punjab,Northern,6300.11,5734.94,565.17,8.971,13125.23,11559.05,1566.17,45,4.65
2015-07-01,Punjab,Northern,6021.38,5384.54,636.84,10.576,12544.55,10672.29,1872.26,46,4.81
2015-08-01,Punjab,Northern,4501.55,4267.39,234.17,5.202,9378.23,8777.4,600.84,27,4.03
2015-09-01,Punjab,Northern,4430.08,4234.32,195.76,4.419,9229.33,8683.93,545.4,25,4.12
2015-10-01,Punjab,Northern,5408.13,5213.57,194.56,3.598,11266.94,10673.5,593.44,24,4.55
2015-11-01,Punjab,Northern,5282.1,5060.22,221.88,4.201,11004.37,10360.26,644.11,27,3.23
2015-12-01,Punjab,Northern,5128.33,4889.33,239.0,4.66,10684.01,10084.33,599.69,26,3.24
2016-01-01,Punjab,Northern,4469.16,4355.43,113.72,2.545,9310.74,8988.7,322.04,19,3.77
2016-02-01,Punjab,Northern,4692.3,4496.31,196.0,4.177,9775.63,9190.96,584.67,25,3.14
2016-03-01,Punjab,Northern,4803.47,4653.24,150.23,3.128,10007.23,9630.0,377.23,23,3.99
2016-04-01,Punjab,Northern,6614.18,5977.87,636.31,9.62,13779.53,12006.62,1772.91,46,4.89
2016-05-01,Punjab,Northern,6156.33,5633.29,523.04,8.496,12825.69,11363.2,1462.49,44,4.56
2016-06-01,Punjab,Northern,6763.47,6377.37,386.1,5.709,14090.55,13078.06,1012.5,37,4.24
2016-07-01,Punjab,Northern,6153.0,5674.36,478.64,7.779,12818.74,11420.49,1398.26,42,5.04
2016-08-01,Punjab,Northern,4787.13,4670.86,116.27,2.429,9973.19,9672.75,300.44,22,4.54
2016-09-01,Punjab,Northern,4550.05,4401.84,148.21,3.257,9479.27,9058.12,421.15,21,3.4
2016-10-01,Punjab,Northern,5275.36,5128.17,147.2,2.79,10990.34,10600.08,390.26,26,3.69
2016-11-01,Punjab,Northern,5421.82,5215.68,206.14,3.802,11295.45,10653.7,641.76,29,3.46
2016-12-01,Punjab,Northern,5486.35,5296.92,189.42,3.453,11429.89,10937.07,492.82,24,4.09
2017-01-01,Punjab,Northern,4676.45,4567.16,109.29,2.337,9742.6,9426.05,316.55,21,3.42
2017-02-01,Punjab,Northern,4538.22,4422.6,115.62,2.548,9454.63,9144.7,309.94,21,3.67
2017-03-01,Punjab,Northern,4887.99,4754.77,133.23,2.726,10183.32,9773.78,409.54,23,2.51
2017-04-01,Punjab,Northern,6860.06,6486.66,373.4,5.443,14291.8,13306.76,985.04,34,4.07
2017-05-01,Punjab,Northern,6287.34,5939.81,347.53,5.527,13098.63,12023.36,1075.26,39,4.94
2017-06-01,Punjab,Northern,6977.51,6411.22,566.29,8.116,14536.48,12952.16,1584.33,43,4.35
2017-07-01,Punjab,Northern,6469.75,6147.1,322.65,4.987,13478.64,12658.09,820.55,37,5.07
2017-08-01,Punjab,Northern,5038.79,4922.2,116.58,2.314,10497.47,10185.43,312.04,19,4.03
2017-09-01,Punjab,Northern,4748.07,4683.28,64.78,1.364,9891.8,9690.45,201.36,17,3.84
2017-10-01,Punjab,Northern,5738.63,5576.03,162.6,2.833,11955.49,11515.93,439.56,22,3.16
2017-11-01,Punjab,Northern,5863.2,5664.91,198.29,3.382,12214.99,11637.35,577.64,21,3.08
2017-12-01,Punjab,Northern,5922.57,5736.61,185.96,3.14,12338.69,11839.33,499.36,23,2.75
2018-01-01,Punjab,Northern,5148.9,5015.02,133.89,2.6,10726.88,10333.82,393.06,25,3.23
2018-02-01,Punjab,Northern,5049.86,4930.27,119.59,2.368,10520.54,10179.54,341.0,21,3.97
2018-03-01,Punjab,Northern,5173.61,5064.82,108.78,2.103,10778.35,10449.34,329.01,17,2.74
2018-04-01,Punjab,Northern,7056.67,6626.51,430.16,6.096,14701.4,13612.11,1089.29,39,4.57
2018-05-01,Punjab,Northern,6863.82,6452.35,411.47,5.995,14299.63,13230.51,1069.13,39,4.89
2018-06-01,Punjab,Northern,6843.0,6440.75,402.25,5.878,14256.25,13112.64,1143.6,37,4.62
2018-07-01,Punjab,Northern,7143.34,6818.73,324.62,4.544,14881.97,14056.56,825.41,35,4.47
2018-08-01,Punjab,Northern,5279.4,5133.58,145.83,2.762,10998.76,10616.05,382.7,21,4.22
2018-09-01,Punjab,Northern,4907.03,4792.08,114.95,2.343,10222.98,9930.76,292.22,21,4.26
2018-10-01,Punjab,Northern,6017.98,5908.13,109.85,1.825,12537.46,12244.69,292.77,19,2.67
2018-11-01,Punjab,Northern,5911.58,5769.65,141.93,2.401,12315.8,11954.13,361.66,20,3.6
2018-12-01,Punjab,Northern,5961.49,5795.03,166.46,2.792,12419.76,11940.15,479.61,22,4.01
2019-01-01,Punjab,Northern,5535.23,5426.11,109.12,1.971,11531.73,11211.12,320.62,19,2.73
2019-02-01,Punjab,Northern,5316.11,5178.46,137.65,2.589,11075.23,10714.88,360.35,21,3.33
2019-03-01,Punjab,Northern,5277.41,5166.64,110.77,2.099,10994.61,10687.64,306.97,20,4.37
2019-04-01,Punjab,Northern,7465.28,7216.42,248.86,3.334,15552.67,14899.53,653.14,30,4.68
2019-05-01,Punjab,Northern,6913.78,6690.08,223.7,3.236,14403.7,13835.72,567.98,32,4.8
2019-06-01,Punjab,Northern,7634.64,7306.54,328.11,4.298,15905.5,14932.9,972.61,33,3.93
2019-07-01,Punjab,Northern,7107.31,6796.74,310.57,4.37,14806.9,13978.28,828.62,36,4.97
2019-08-01,Punjab,Northern,5149.63,5051.41,98.22,1.907,10728.39,10478.92,249.47,20,3.59
2019-09-01,Punjab,Northern,5107.88,5016.21,91.67,1.795,10641.42,10359.12,282.3,18,2.87
2019-10-01,Punjab,Northern,6156.18,6051.18,105.0,1.706,12825.38,12509.45,315.92,18,3.67
2019-11-01,Punjab,Northern,6155.55,6073.12,82.44,1.339,12824.07,12599.59,224.49,21,3.54
2019-12-01,Punjab,Northern,6220.74,6089.91,130.84,2.103,12959.88,12587.54,372.34,21,3.07
2020-01-01,Punjab,Northern,5694.26,5580.04,114.23,2.006,11863.05,11566.03,297.02,20,3.56
2020-02-01,Punjab,Northern,5480.44,5423.99,56.45,1.03,11417.58,11263.96,153.62,16,3.71
2020-03-01,Punjab,Northern,5383.44,5314.86,68.58,1.274,11215.5,11027.28,188.21,17,4.01
2020-04-01,Punjab,Northern,7635.83,7354.86,280.97,3.68,15907.98,15082.27,825.72,31,4.74
2020-05-01,Punjab,Northern,7899.75,7644.65,255.1,3.229,16457.81,15723.49,734.32,29,4.77
2020-06-01,Punjab,Northern,7153.85,6938.3,215.55,3.013,14903.85,14296.57,607.28,29,4.64
2020-07-01,Punjab,Northern,7768.83,7526.29,242.54,3.122,16185.06,15483.46,701.6,30,4.69
2020-08-01,Punjab,Northern,5895.19,5796.24,98.96,1.679,12281.65,12013.62,268.03,20,4.11
2020-09-01,Punjab,Northern,5474.33,5393.8,80.53,1.471,11404.85,11158.14,246.71,17,3.36
2020-10-01,Punjab,Northern,6608.12,6484.73,123.4,1.867,13766.93,13452.72,314.21,22,3.22
2020-11-01,Punjab,Northern,6230.99,6189.78,41.21,0.661,12981.23,12868.69,112.54,18,3.83
2020-12-01,Punjab,Northern,6371.97,6293.45,78.53,1.232,13274.94,13051.71,223.24,17,3.83
2021-01-01,Punjab,Northern,5997.0,5915.92,81.08,1.352,12493.76,12283.95,209.81,19,3.65
2021-02-01,Punjab,Northern,6048.77,5938.31,110.46,1.826,12601.6,12264.06,337.54,20,4.04
2021-03-01,Punjab,Northern,5795.3,5746.58,48.72,0.841,12073.54,11944.38,129.15,17,3.05
2021-04-01,Punjab,Northern,8275.42,8058.3,217.12,2.624,17240.46,16603.71,636.75,31,4.98
2021-05-01,Punjab,Northern,7418.38,7200.25,218.14,2.94,15454.97,14873.55,581.42,32,4.08
2021-06-01,Punjab,Northern,7894.23,7749.63,144.6,1.832,16446.31,16034.44,411.87,25,4.8
2021-07-01,Punjab,Northern,8043.09,7797.45,245.64,3.054,16756.43,16092.4,664.03,34,5.13
2021-08-01,Punjab,Northern,5856.53,5777.49,79.03,1.349,12201.1,11997.09,204.01,15,3.25
2021-09-01,Punjab,Northern,5686.34,5603.03,83.31,1.465,11846.54,11604.2,242.34,17,3.81
2021-10-01,Punjab,Northern,7029.57,6960.72,68.85,0.979,14644.94,14448.58,196.36,21,4.05
2021-11-01,Punjab,Northern,6756.25,6688.48,67.77,1.003,14075.52,13866.75,208.77,17,4.06
2021-12-01,Punjab,Northern,6927.52,6844.93,82.59,1.192,14432.33,14191.02,241.31,18,3.17
2022-01-01,Punjab,Northern,6091.59,6011.12,80.46,1.321,12690.8,12475.81,215.0,18,3.3
2022-02-01,Punjab,Northern,6273.52,6195.13,78.39,1.249,13069.82,12839.58,230.24,21,4.17
2022-03-01,Punjab,Northern,6066.93,6012.13,54.8,0.903,12639.43,12482.13,157.31,15,3.46
2022-04-01,Punjab,Northern,7680.3,7537.6,142.7,1.858,16000.62,15566.9,433.72,28,4.86
2022-05-01,Punjab,Northern,8466.47,8224.46,242.0,2.858,17638.47,16963.13,675.34,29,4.72
2022-06-01,Punjab,Northern,8606.87,8485.82,121.05,1.406,17930.98,17612.4,318.57,26,4.46
2022-07-01,Punjab,Northern,7716.2,7520.25,195.95,2.539,16075.42,15492.55,582.87,30,4.04
2022-08-01,Punjab,Northern,5657.87,5589.36,68.51,1.211,11787.24,11613.27,173.96,17,2.93
2022-09-01,Punjab,Northern,5872.35,5838.95,33.4,0.569,12234.07,12138.81,95.26,16,3.67
2022-10-01,Punjab,Northern,6822.44,6761.56,60.89,0.892,14213.42,14049.54,163.88,15,3.08
2022-11-01,Punjab,Northern,7173.79,7111.83,61.96,0.864,14945.4,14764.65,180.75,21,3.48
2022-12-01,Punjab,Northern,7031.1,6940.18,90.92,1.293,14648.13,14400.3,247.83,19,3.47
2023-01-01,Punjab,Northern,5995.36,5971.76,23.6,0.394,12490.34,12424.12,66.22,16,3.05
2023-02-01,Punjab,Northern,6317.23,6295.82,21.41,0.339,13160.89,13104.93,55.97,18,3.14
2023-03-01,Punjab,Northern,6087.93,6031.28,56.65,0.93,12683.19,12521.86,161.32,18,3.7
2023-04-01,Punjab,Northern,8186.34,8054.79,131.55,1.607,17054.87,16664.33,390.55,26,5.16
2023-05-01,Punjab,Northern,8138.22,8037.63,100.59,1.236,16954.62,16684.82,269.81,24,4.52
2023-06-01,Punjab,Northern,8530.98,8370.29,160.69,1.884,17772.88,17327.97,444.91,30,3.94
2023-07-01,Punjab,Northern,7929.65,7823.59,106.06,1.338,16520.1,16214.17,305.93,26,4.58
2023-08-01,Punjab,Northern,6133.98,6108.9,25.08,0.409,12779.12,12715.65,63.47,15,3.35
2023-09-01,Punjab,Northern,6034.84,6003.43,31.41,0.521,12572.58,12486.35,86.24,16,3.84
2023-10-01,Punjab,Northern,7757.6,7701.57,56.03,0.722,16161.67,15994.45,167.22,16,4.15
2023-11-01,Punjab,Northern,7641.19,7587.51,53.68,0.703,15919.15,15764.43,154.72,20,3.94
2023-12-01,Punjab,Northern,7753.76,7716.44,37.32,0.481,16153.66,16050.05,103.62,17,3.39
2024-01-01,Punjab,Northern,6284.75,6232.53,52.22,0.831,13093.23,12948.11,145.12,17,3.91
2024-02-01,Punjab,Northern,6623.91,6564.91,58.99,0.891,13799.81,13650.27,149.54,14,3.85
2024-03-01,Punjab,Northern,6184.05,6117.05,66.99,1.083,12883.43,12678.91,204.52,19,3.25
2024-04-01,Punjab,Northern,8608.44,8492.5,115.94,1.347,17934.25,17623.54,310.71,26,5.41
2024-05-01,Punjab,Northern,8477.9,8366.18,111.72,1.318,17662.29,17358.96,303.33,30,4.78
2024-06-01,Punjab,Northern,8451.44,8360.5,90.94,1.076,17607.17,17324.09,283.08,24,4.5
2024-07-01,Punjab,Northern,8973.27,8823.82,149.44,1.665,18694.31,18304.58,389.73,29,4.52
2024-08-01,Punjab,Northern,6421.35,6390.23,31.12,0.485,13377.81,13291.11,86.69,15,3.35
2024-09-01,Punjab,Northern,6650.39,6613.64,36.75,0.553,13854.98,13752.15,102.83,16,2.74
2024-10-01,Punjab,Northern,7552.6,7487.59,65.02,0.861,15734.59,15538.59,196.01,18,3.27
2024-11-01,Punjab,Northern,7922.95,7841.57,81.38,1.027,16506.16,16278.51,227.65,17,3.53
2024-12-01,Punjab,Northern,7807.77,7795.07,12.71,0.163,16266.19,16229.56,36.63,14,3.4
2015-01-01,Haryana,Northern,4455.59,4230.39,225.2,5.054,9282.48,8633.36,649.12,27,2.67
2015-02-01,Haryana,Northern,4232.85,4032.64,200.21,4.73,8818.43,8295.16,523.27,26,2.86
2015-03-01,Haryana,Northern,4135.82,3949.61,186.21,4.502,8616.29,8065.64,550.65,30,3.3
2015-04-01,Haryana,Northern,6164.41,5563.62,600.8,9.746,12842.53,11285.55,1556.98,50,4.44
2015-05-01,Haryana,Northern,6353.45,5840.96,512.5,8.066,13236.36,11771.57,1464.79,41,4.91
2015-06-01,Haryana,Northern,5702.53,5062.26,640.28,11.228,11880.28,10173.17,1707.1,49,3.92
2015-07-01,Haryana,Northern,6077.65,5580.71,496.93,8.176,12661.77,11127.94,1533.83,42,4.39
2015-08-01,Haryana,Northern,4100.75,3957.46,143.29,3.494,8543.23,8117.18,426.05,23,2.6
2015-09-01,Haryana,Northern,4019.38,3864.05,155.33,3.864,8373.71,7983.09,390.62,25,2.9
2015-10-01,Haryana,Northern,4900.93,4681.87,219.06,4.47,10210.27,9582.75,627.52,23,3.16
2015-11-01,Haryana,Northern,5189.78,4951.01,238.77,4.601,10812.05,10155.78,656.27,28,3.08
2015-12-01,Haryana,Northern,5182.04,4991.11,190.93,3.684,10795.91,10222.45,573.46,23,3.07
2016-01-01,Haryana,Northern,4729.14,4590.15,138.99,2.939,9852.37,9429.28,423.1,20,1.75
2016-02-01,Haryana,Northern,4404.23,4274.47,129.76,2.946,9175.48,8804.68,370.8,22,3.25
2016-03-01,Haryana,Northern,4296.11,4152.64,143.47,3.339,8950.22,8586.47,363.75,20,3.98
2016-04-01,Haryana,Northern,5843.28,5335.59,507.68,8.688,12173.49,10620.08,1553.41,44,4.0
2016-05-01,Haryana,Northern,6054.92,5520.73,534.19,8.822,12614.42,11003.72,1610.71,44,4.86
2016-06-01,Haryana,Northern,5874.4,5504.75,369.65,6.292,12238.32,11180.72,1057.6,40,4.72
2016-07-01,Haryana,Northern,6170.66,5623.35,547.31,8.87,12855.54,11418.33,1437.21,47,3.68
2016-08-01,Haryana,Northern,4591.82,4439.56,152.26,3.316,9566.3,9154.78,411.52,25,3.43
2016-09-01,Haryana,Northern,4340.23,4162.03,178.2,4.106,9042.15,8570.66,471.49,25,3.34
2016-10-01,Haryana,Northern,5373.28,5244.73,128.55,2.392,11194.34,10834.52,359.81,21,3.82
2016-11-01,Haryana,Northern,5056.58,4844.92,211.66,4.186,10534.53,9982.28,552.26,25,3.29
2016-12-01,Haryana,Northern,5443.35,5278.96,164.39,3.02,11340.32,10835.11,505.21,22,3.73
2017-01-01,Haryana,Northern,4810.26,4641.7,168.56,3.504,10021.38,9516.51,504.87,25,2.76
2017-02-01,Haryana,Northern,4753.26,4613.04,140.22,2.95,9902.63,9488.22,414.41,22,3.22
2017-03-01,Haryana,Northern,4566.37,4456.74,109.63,2.401,9513.28,9211.65,301.62,21,2.74
2017-04-01,Haryana,Northern,6383.17,6063.78,319.39,5.004,13298.26,12308.62,989.64,35,4.23
2017-05-01,Haryana,Northern,6621.59,6259.07,362.52,5.475,13794.98,12834.24,960.74,35,4.14
2017-06-01,Haryana,Northern,6498.39,6013.7,484.69,7.459,13538.32,12233.97,1304.35,43,4.67
2017-07-01,Haryana,Northern,6572.17,6132.05,440.12,6.697,13692.02,12398.99,1293.02,42,5.2
2017-08-01,Haryana,Northern,4823.22,4710.69,112.54,2.333,10048.38,9725.85,322.53,19,2.71
2017-09-01,Haryana,Northern,4522.17,4404.01,118.16,2.613,9421.19,9108.53,312.66,21,4.19
2017-10-01,Haryana,Northern,5472.36,5320.68,151.67,2.772,11400.74,10944.78,455.96,23,3.32
2017-11-01,Haryana,Northern,5496.23,5323.77,172.46,3.138,11450.48,10921.1,529.37,20,3.01
2017-12-01,Haryana,Northern,5675.78,5477.5,198.29,3.494,11824.55,11279.77,544.78,25,2.61
2018-01-01,Haryana,Northern,4791.49,4689.63,101.86,2.126,9982.26,9723.67,258.6,19,2.17
2018-02-01,Haryana,Northern,4838.95,4755.92,83.03,1.716,10081.14,9853.47,227.68,19,3.68
2018-03-01,Haryana,Northern,5148.97,4996.32,152.65,2.965,10727.01,10330.94,396.07,23,3.06
2018-04-01,Haryana,Northern,6379.03,5972.92,406.11,6.366,13289.64,12053.06,1236.57,40,4.76
2018-05-01,Haryana,Northern,6785.28,6463.19,322.09,4.747,14136.0,13301.9,834.1,34,4.41
2018-06-01,Haryana,Northern,7164.9,6836.06,328.84,4.59,14926.88,13934.48,992.4,34,3.96
2018-07-01,Haryana,Northern,7102.4,6780.51,321.89,4.532,14796.66,13803.65,993.01,35,3.87
2018-08-01,Haryana,Northern,4837.88,4750.83,87.06,1.799,10078.92,9858.31,220.61,19,3.96
2018-09-01,Haryana,Northern,4959.16,4838.42,120.75,2.435,10331.58,9969.36,362.22,25,2.53
2018-10-01,Haryana,Northern,5945.12,5780.98,164.14,2.761,12385.67,11921.62,464.04,21,3.48
2018-11-01,Haryana,Northern,5778.35,5676.49,101.87,1.763,12038.24,11758.95,279.29,17,1.74
2018-12-01,Haryana,Northern,5986.63,5826.47,160.15,2.675,12472.14,12065.55,406.59,20,2.61
2019-01-01,Haryana,Northern,5246.22,5111.85,134.37,2.561,10929.62,10589.61,340.02,19,3.29
2019-02-01,Haryana,Northern,5148.75,5085.98,62.77,1.219,10726.57,10562.98,163.59,16,3.09
2019-03-01,Haryana,Northern,5134.96,5037.5,97.47,1.898,10697.83,10412.49,285.35,20,3.78
2019-04-01,Haryana,Northern,7124.24,6844.7,279.54,3.924,14842.17,14084.73,757.43,31,4.13
2019-05-01,Haryana,Northern,7610.56,7317.85,292.71,3.846,15855.33,15051.63,803.7,31,4.41
2019-06-01,Haryana,Northern,7170.64,6854.88,315.76,4.403,14938.84,14135.09,803.75,35,4.14
2019-07-01,Haryana,Northern,7344.71,7050.11,294.6,4.011,15301.48,14489.55,811.94,33,3.88
2019-08-01,Haryana,Northern,5391.82,5271.52,120.3,2.231,11232.95,10927.72,305.23,20,3.34
2019-09-01,Haryana,Northern,5269.38,5188.11,81.27,1.542,10977.88,10767.83,210.05,18,3.88
2019-10-01,Haryana,Northern,5996.62,5872.8,123.82,2.065,12492.96,12138.87,354.09,19,2.33
2019-11-01,Haryana,Northern,6213.92,6146.08,67.84,1.092,12945.67,12761.02,184.65,19,3.53
2019-12-01,Haryana,Northern,6246.62,6142.23,104.39,1.671,13013.79,12725.47,288.32,19,2.89
2020-01-01,Haryana,Northern,5530.79,5486.82,43.97,0.795,11522.48,11396.49,125.99,17,3.63
2020-02-01,Haryana,Northern,5585.25,5504.42,80.83,1.447,11635.94,11432.73,203.21,24,3.22
2020-03-01,Haryana,Northern,5164.91,5110.62,54.29,1.051,10760.23,10614.1,146.14,19,2.46
2020-04-01,Haryana,Northern,7213.87,6963.64,250.23,3.469,15028.89,14278.42,750.48,30,4.75
2020-05-01,Haryana,Northern,7077.16,6818.27,258.89,3.658,14744.09,13989.57,754.52,35,4.33
2020-06-01,Haryana,Northern,7158.44,6917.58,240.86,3.365,14913.42,14275.29,638.13,32,4.16
2020-07-01,Haryana,Northern,7886.86,7654.01,232.85,2.952,16430.96,15735.05,695.92,31,4.76
2020-08-01,Haryana,Northern,5568.88,5534.48,34.4,0.618,11601.83,11506.64,95.2,17,3.22
2020-09-01,Haryana,Northern,5355.43,5271.17,84.26,1.573,11157.15,10927.0,230.15,21,2.95
2020-10-01,Haryana,Northern,6380.13,6323.28,56.85,0.891,13291.93,13121.07,170.86,19,2.64
2020-11-01,Haryana,Northern,6510.67,6418.3,92.36,1.419,13563.89,13304.09,259.8,18,3.69
2020-12-01,Haryana,Northern,6519.97,6447.08,72.89,1.118,13583.26,13370.88,212.38,20,3.37
2021-01-01,Haryana,Northern,5904.61,5825.31,79.3,1.343,12301.26,12059.75,241.51,16,3.1
2021-02-01,Haryana,Northern,6088.0,6016.05,71.94,1.182,12683.33,12478.78,204.54,18,3.03
2021-03-01,Haryana,Northern,5705.35,5625.56,79.79,1.399,11886.14,11681.41,204.73,21,3.67
2021-04-01,Haryana,Northern,7298.71,7038.3,260.41,3.568,15205.66,14510.58,695.07,33,4.89
2021-05-01,Haryana,Northern,7409.75,7173.42,236.33,3.189,15436.98,14791.62,645.35,31,4.17
2021-06-01,Haryana,Northern,7857.74,7688.98,168.77,2.148,16370.29,15885.58,484.71,28,3.88
2021-07-01,Haryana,Northern,7958.13,7712.7,245.43,3.084,16579.44,15926.5,652.94,33,4.05
2021-08-01,Haryana,Northern,5471.53,5441.73,29.8,0.545,11399.02,11324.52,74.5,17,3.0
2021-09-01,Haryana,Northern,5451.05,5387.81,63.24,1.16,11356.36,11193.55,162.81,18,2.91
2021-10-01,Haryana,Northern,6502.49,6382.82,119.66,1.84,13546.85,13222.17,324.68,22,2.98
2021-11-01,Haryana,Northern,6873.28,6795.19,78.09,1.136,14319.34,14075.94,243.41,20,2.71
2021-12-01,Haryana,Northern,6581.55,6496.51,85.04,1.292,13711.57,13481.04,230.53,16,2.92
2022-01-01,Haryana,Northern,5759.48,5731.98,27.5,0.477,11998.91,11926.94,71.97,16,2.16
2022-02-01,Haryana,Northern,5693.13,5630.17,62.96,1.106,11860.68,11691.56,169.12,17,3.04
2022-03-01,Haryana,Northern,5626.23,5581.08,45.15,0.802,11721.31,11582.78,138.54,17,3.1
2022-04-01,Haryana,Northern,8487.59,8318.19,169.4,1.996,17682.49,17160.01,522.48,29,4.19
2022-05-01,Haryana,Northern,7771.76,7643.79,127.97,1.647,16191.16,15858.46,332.7,26,4.88
2022-06-01,Haryana,Northern,8354.26,8162.95,191.31,2.29,17404.71,16915.97,488.74,28,3.56
2022-07-01,Haryana,Northern,7853.42,7721.83,131.6,1.676,16361.3,16000.05,361.25,27,4.14
2022-08-01,Haryana,Northern,6161.7,6131.47,30.23,0.491,12836.87,12758.53,78.34,18,3.44
2022-09-01,Haryana,Northern,5951.88,5926.68,25.2,0.423,12399.75,12334.42,65.33,16,2.89
2022-10-01,Haryana,Northern,6847.56,6746.4,101.16,1.477,14265.75,13989.94,275.81,20,3.61
2022-11-01,Haryana,Northern,6783.51,6698.33,85.17,1.256,14132.31,13918.02,214.29,17,2.5
2022-12-01,Haryana,Northern,7018.53,6978.09,40.43,0.576,14621.93,14518.58,103.35,14,2.81
2023-01-01,Haryana,Northern,6195.73,6152.9,42.83,0.691,12907.76,12796.37,111.39,19,2.5
2023-02-01,Haryana,Northern,6026.25,5991.5,34.75,0.577,12554.69,12451.31,103.39,18,2.46
2023-03-01,Haryana,Northern,5926.97,5880.89,46.08,0.778,12347.86,12206.18,141.68,18,3.55
2023-04-01,Haryana,Northern,8544.36,8396.02,148.34,1.736,17800.75,17389.69,411.06,32,4.69
2023-05-01,Haryana,Northern,8190.25,8081.06,109.19,1.333,17063.02,16738.92,324.09,25,4.31
2023-06-01,Haryana,Northern,8344.63,8224.68,119.95,1.437,17384.66,17068.58,316.07,31,4.99
2023-07-01,Haryana,Northern,8139.6,8029.67,109.93,1.351,16957.51,16682.61,274.9,23,4.64
2023-08-01,Haryana,Northern,6322.16,6271.58,50.58,0.8,13171.16,13021.6,149.56,19,3.96
2023-09-01,Haryana,Northern,6484.72,6443.63,41.08,0.634,13509.83,13391.78,118.05,18,3.25
2023-10-01,Haryana,Northern,7531.42,7512.77,18.65,0.248,15690.46,15635.6,54.86,16,3.07
2023-11-01,Haryana,Northern,7158.49,7135.63,22.86,0.319,14913.52,14846.85,66.67,18,3.02
2023-12-01,Haryana,Northern,7302.77,7272.17,30.6,0.419,15214.11,15130.34,83.78,19,3.37
2024-01-01,Haryana,Northern,6788.47,6715.2,73.28,1.079,14142.65,13935.25,207.41,17,2.94
2024-02-01,Haryana,Northern,6283.83,6262.34,21.49,0.342,13091.31,13033.88,57.43,18,4.17
2024-03-01,Haryana,Northern,6705.98,6680.9,25.08,0.374,13970.79,13893.65,77.13,13,4.02
2024-04-01,Haryana,Northern,8915.35,8823.19,92.16,1.034,18573.64,18307.87,265.76,25,4.4
2024-05-01,Haryana,Northern,8365.28,8269.13,96.15,1.149,17427.66,17141.1,286.56,24,4.75
2024-06-01,Haryana,Northern,8617.8,8509.76,108.04,1.254,17953.75,17644.64,309.1,26,3.88
2024-07-01,Haryana,Northern,8772.8,8635.18,137.62,1.569,18276.67,17849.19,427.49,29,4.97
2024-08-01,Haryana,Northern,6367.36,6316.8,50.56,0.794,13265.33,13119.65,145.68,16,3.18
2024-09-01,Haryana,Northern,6859.56,6769.98,89.58,1.306,14290.75,14065.9,224.86,18,3.43
2024-10-01,Haryana,Northern,7761.34,7690.8,70.53,0.909,16169.45,15975.2,194.25,18,3.42
2024-11-01,Haryana,Northern,7661.41,7595.16,66.24,0.865,15961.27,15788.04,173.23,18,3.02
2024-12-01,Haryana,Northern,7301.41,7255.39,46.01,0.63,15211.26,15090.38,120.88,17,3.05
2015-01-01,Delhi,Northern,2240.43,2229.48,10.96,0.489,4667.57,4636.49,31.07,11,1.88
2015-02-01,Delhi,Northern,2236.72,2217.1,19.62,0.877,4659.83,4602.19,57.64,14,1.19
2015-03-01,Delhi,Northern,2172.79,2154.11,18.68,0.86,4526.64,4472.44,54.19,15,2.37
2015-04-01,Delhi,Northern,2983.79,2909.68,74.11,2.484,6216.23,6020.38,195.84,22,2.15
2015-05-01,Delhi,Northern,3030.13,2990.49,39.63,1.308,6312.76,6212.25,100.51,21,1.9
2015-06-01,Delhi,Northern,3227.85,3177.29,50.56,1.566,6724.68,6576.42,148.26,20,2.34
2015-07-01,Delhi,Northern,3010.3,2952.95,57.34,1.905,6271.45,6095.49,175.97,26,1.96
2015-08-01,Delhi,Northern,2260.7,2245.81,14.89,0.659,4709.8,4664.87,44.93,10,1.96
2015-09-01,Delhi,Northern,2274.86,2256.46,18.41,0.809,4739.3,4683.41,55.89,11,2.29
2015-10-01,Delhi,Northern,2608.73,2597.33,11.39,0.437,5434.85,5399.67,35.18,11,1.32
2015-11-01,Delhi,Northern,2818.9,2788.34,30.56,1.084,5872.71,5795.35,77.36,12,1.75
2015-12-01,Delhi,Northern,2615.78,2597.61,18.17,0.695,5449.55,5398.03,51.51,13,2.27
2016-01-01,Delhi,Northern,2221.11,2207.61,13.49,0.607,4627.3,4585.49,41.81,11,1.46
